split	ordinal	sequence_id	sequence_uid	image_uid	phaseb1_role	image_rel	label_rel	image_bytes	image_sha256	label_bytes	label_sha256	width	height	raw_boxes	effective_boxes	duplicates_removed	class_counts	size_counts_768
train	26	0000039	official_train:0000039	official_train:0000039_00000_d_0000055	TRAIN	images/train/0000039_00000_d_0000055.jpg	labels/train/0000039_00000_d_0000055.txt	42505	533A8D98FB7CF2B74272434C714307F226E61E427C2981A7E761026381089C9A	2340	3E90A223DDD5C2D1C06BD01AC9EAD4D8593007BB2FBFB809277B23D5FCBE7571	960	540	60	60	0	[58,0,1,0,0,0,1,0,0,0]	[57,3,0]
train	27	0000039	official_train:0000039	official_train:0000039_05300_d_0000061	TRAIN	images/train/0000039_05300_d_0000061.jpg	labels/train/0000039_05300_d_0000061.txt	28378	1D1449B23F51F32CEBB743534E908DA2E95C107D29726056046124DB50AE3E1E	2574	16BDED517EFE01B44DD5F93ED95361BF78077E8F9A956B609BC5FE02FDF59D88	960	540	66	66	0	[62,2,1,0,0,0,0,0,0,1]	[65,1,0]
train	28	0000039	official_train:0000039	official_train:0000039_05625_d_0000062	TRAIN	images/train/0000039_05625_d_0000062.jpg	labels/train/0000039_05625_d_0000062.txt	42939	EBA8C1E17DE60414C03E47BE2CC8423F241D3A2E19BD1D6F059109D4C144B547	2262	5591EF476974308EBC445AF447CD874611D5CAE85EA0C08938FA6899960CF76E	960	540	58	58	0	[51,6,0,0,0,0,0,0,0,1]	[58,0,0]
train	29	0000040	official_train:0000040	official_train:0000040_01000_d_0000066	TRAIN	images/train/0000040_01000_d_0000066.jpg	labels/train/0000040_01000_d_0000066.txt	46133	6E88F95C8F436B4F4A7DE6CC4E992C1F589918080DD2C421F1E67D19F3D67149	2613	94B99469295D357A58DF1179EE0C85DBA970CC5C22F3BF2B6843FC5464FE0964	960	540	67	67	0	[61,5,1,0,0,0,0,0,0,0]	[61,6,0]
train	30	0000040	official_train:0000040	official_train:0000040_01500_d_0000067	TRAIN	images/train/0000040_01500_d_0000067.jpg	labels/train/0000040_01500_d_0000067.txt	27046	A91FF549440A9973B8BD4215412CABDC0BB9DB3FE787CDFAE3F831136D6C838D	1443	362F6804235195C0384E8BB4FD652FD192D157B878326638337BF09FE2B632C8	960	540	37	37	0	[37,0,0,0,0,0,0,0,0,0]	[37,0,0]
train	31	0000040	official_train:0000040	official_train:0000040_02454_d_0000068	TRAIN	images/train/0000040_02454_d_0000068.jpg	labels/train/0000040_02454_d_0000068.txt	20417	0E72929449D3C3F9EE0177F5A7548FFE7C05DBFE1042A5950618588931BA6425	741	D2190735FE48CF0B275EA7D4C5235F59D74B36AE32153ACA7899B048CDF64385	960	540	19	19	0	[19,0,0,0,0,0,0,0,0,0]	[18,1,0]
train	32	0000040	official_train:0000040	official_train:0000040_03288_d_0000069	TRAIN	images/train/0000040_03288_d_0000069.jpg	labels/train/0000040_03288_d_0000069.txt	34621	CDD88276A111ACBE6EC925D20B6BDF8EFF018A3EBA08A82B08B333F09C794830	1638	61D1985770AC9422AF71288FF28774FD80D7BA3E2F513951553522EC9301FA2A	960	540	42	42	0	[34,5,3,0,0,0,0,0,0,0]	[42,0,0]
train	33	0000040	official_train:0000040	official_train:0000040_03752_d_0000070	TRAIN	images/train/0000040_03752_d_0000070.jpg	labels/train/0000040_03752_d_0000070.txt	24501	6BF7208C769EBA1102718447DE864647DDF3C6478027523B0CD65768BD6F0788	663	94F91BE2F9EF181745AA6F34A1F0703D1F312673F33C08D0AB41D16F2E3D415B	960	540	17	17	0	[15,1,1,0,0,0,0,0,0,0]	[17,0,0]
train	34	0000040	official_train:0000040	official_train:0000040_04284_d_0000071	TRAIN	images/train/0000040_04284_d_0000071.jpg	labels/train/0000040_04284_d_0000071.txt	48436	7C83BB01602C96D5575DF00EA975F9E6BCD00A4E7187E2929B5EEBC29F09BF00	5109	B86C0EACA4603D296ECBB36AAB243A117ED34CA3E3AD05AF02736F685633444C	960	540	131	131	0	[125,3,3,0,0,0,0,0,0,0]	[131,0,0]
train	35	0000042	official_train:0000042	official_train:0000042_01000_d_0000074	TRAIN	images/train/0000042_01000_d_0000074.jpg	labels/train/0000042_01000_d_0000074.txt	79103	9BD6680F9898C33613B08CF4A55EE7FA21B5B6F2E7CCED3C93E9BC02A7E90A43	5031	BB91A7751D06096639B7ACAADC8DFE53A3F74AC98663384993D83298D99FE8C0	960	540	129	129	0	[87,24,0,4,2,0,4,3,0,5]	[128,1,0]
train	36	0000042	official_train:0000042	official_train:0000042_02231_d_0000075	TRAIN	images/train/0000042_02231_d_0000075.jpg	labels/train/0000042_02231_d_0000075.txt	66562	9716E0A8E0235293EDA14221BB13AF5E9E152E901C0F985A20A4C16D3DBAF178	3744	B05B8910FB134EE03C580CEE545DCB56649CE74E973166A918E5E03651E87960	960	540	96	96	0	[64,25,1,2,1,0,0,1,0,2]	[95,1,0]
train	37	0000042	official_train:0000042	official_train:0000042_02421_d_0000076	TRAIN	images/train/0000042_02421_d_0000076.jpg	labels/train/0000042_02421_d_0000076.txt	70253	225B03964E5970917E45771183EE5C56B37D800AE29B195329463F1DFC0CB165	3666	C387EC0D6392839CD4001EDB294AFA7F09839F66A99EAE99BD850CE91C916181	960	540	94	94	0	[42,25,1,2,1,0,1,5,0,17]	[94,0,0]
train	38	0000043	official_train:0000043	official_train:0000043_00500_d_0000077	TRAIN	images/train/0000043_00500_d_0000077.jpg	labels/train/0000043_00500_d_0000077.txt	71029	5AA8E8A51118A16B60B47747307166B19163710B0804EF6EC8452A0BC2514BC0	6318	D513A8FAACAD227D9E71D92A6A521DF8559938CE7C76D713459942CED7C79FA0	960	540	162	162	0	[109,40,0,3,1,0,1,0,0,8]	[162,0,0]
train	39	0000045	official_train:0000045	official_train:0000045_00000_d_0000083	TRAIN	images/train/0000045_00000_d_0000083.jpg	labels/train/0000045_00000_d_0000083.txt	63845	76181BF38A6C21DC8F0498F8B6747BD84AC68C62A4E7301F043690F709A5C126	6006	DC92092EE16E87A21CDB70CC4A19016EA9FDB905AB6F71ACB85B90DCC0BEDB66	960	540	154	154	0	[99,35,0,4,2,0,0,4,0,10]	[154,0,0]
train	40	0000045	official_train:0000045	official_train:0000045_00500_d_0000084	TRAIN	images/train/0000045_00500_d_0000084.jpg	labels/train/0000045_00500_d_0000084.txt	67001	CB6473BE03F32D722C50C3DBCA77B774601F940DD8883BCB9D6225C1500201C0	5850	9E482C735CB3D2D0E0864C7F58BE141FE0E5F181E1936BFB1B980DBC88062EDB	960	540	150	150	0	[118,23,2,0,1,0,2,1,0,3]	[150,0,0]
train	41	0000045	official_train:0000045	official_train:0000045_01032_d_0000085	TRAIN	images/train/0000045_01032_d_0000085.jpg	labels/train/0000045_01032_d_0000085.txt	60170	DBDD2E85B9557FFA897F0FF2C88236F629CD9A0624B3BF8F3AAA53B6E6EED4C6	2184	46ED739B2909E72C5DA6B4A1D2090780C23A22B23285C234559EC8BE7A74BD9A	960	540	56	56	0	[37,13,0,0,0,0,0,2,0,4]	[56,0,0]
train	42	0000045	official_train:0000045	official_train:0000045_01500_d_0000086	TRAIN	images/train/0000045_01500_d_0000086.jpg	labels/train/0000045_01500_d_0000086.txt	64136	DE9D5A9CE26D1B9326BE933B2964BAA6109ACE1887E3A2414B68DBDFF83A448E	4095	55354781DFC1E13FA5CF0354011C7F537F0C4C29377BD5817BA15E2F8102B4FD	960	540	105	105	0	[50,17,2,7,7,1,0,5,0,16]	[103,2,0]
train	43	0000046	official_train:0000046	official_train:0000046_00000_d_0000087	TRAIN	images/train/0000046_00000_d_0000087.jpg	labels/train/0000046_00000_d_0000087.txt	70070	F62030E0C90415C0255C4BB5C4CB10338DD588963BECE8148F20CD25F03FF326	5148	E1D599F66BCDC4351E3C04FC7B286ACEE5406CAFED6FA17F28FD505F9E97FF8D	960	540	132	132	0	[84,29,2,0,5,0,1,2,0,9]	[131,1,0]
train	44	0000046	official_train:0000046	official_train:0000046_00720_d_0000088	TRAIN	images/train/0000046_00720_d_0000088.jpg	labels/train/0000046_00720_d_0000088.txt	67169	D524A8EED79DE08650C4FDD9B236A558955A5C1E9E1596EA82A217D1F3E16039	2691	14B560A2CC2BA69BF9788AA014C58FE98BC6C8B27AF5287A34BAABFD268B8037	960	540	69	69	0	[28,34,1,0,0,0,2,0,0,4]	[67,2,0]
train	45	0000047	official_train:0000047	official_train:0000047_01000_d_0000090	TRAIN	images/train/0000047_01000_d_0000090.jpg	labels/train/0000047_01000_d_0000090.txt	48943	50924F89B37F8D466476BC3C63C556214769FE8108023104EE13F5EAE5750912	2769	02DCF5AF6CEFCA6455D6EEE2CFC47DB3DB67B8AD6123C3E5A3D5B27C52E8B0B0	960	540	71	71	0	[55,16,0,0,0,0,0,0,0,0]	[71,0,0]
train	46	0000047	official_train:0000047	official_train:0000047_02500_d_0000093	TRAIN	images/train/0000047_02500_d_0000093.jpg	labels/train/0000047_02500_d_0000093.txt	60680	E2613DE8FFD550D985068CE6D685FF0E0BC5B871C27BC1AA02B5BF52049895FF	2652	FAAAC32F061DF20FD8E34C65387BE0EC0C4EE1C58AC58328AAF86EC3356C3378	960	540	68	68	0	[40,10,2,2,3,0,0,3,0,8]	[65,3,0]
train	47	0000047	official_train:0000047	official_train:0000047_03500_d_0000095	TRAIN	images/train/0000047_03500_d_0000095.jpg	labels/train/0000047_03500_d_0000095.txt	58646	851E24A5BFC8AFDF4C1FC223CE9665145F4C59A8D4C4BDD56F1BE22EE2856BEF	5928	7ADF495FD066299BC74782D8F2D299DB8066F55F6748E9A9B720426C50934ED2	960	540	152	152	0	[132,16,2,0,0,0,1,0,0,1]	[152,0,0]
train	51	0000059	official_train:0000059	official_train:0000059_01886_d_0000114	TRAIN	images/train/0000059_01886_d_0000114.jpg	labels/train/0000059_01886_d_0000114.txt	69480	B9FE5A36232C41FEAB0FE046F44103ADF2DE8743F4625E302FD1AC3EE504CD7D	35178	6C45B1A09E81CBB70E01D42C08585087700A931FA376F98496180D53BAECDEEE	960	540	902	902	0	[842,46,0,8,0,0,3,1,0,2]	[902,0,0]
train	52	0000068	official_train:0000068	official_train:0000068_00001_d_0000001	TRAIN	images/train/0000068_00001_d_0000001.jpg	labels/train/0000068_00001_d_0000001.txt	129284	E8905AAE65736A8A280A9399FD89C835128ADF6CFA8D8301672C11F93E710A16	7722	869213E4745426E375B24584D76E765837D93738E60E06737A29BB4CA091A12D	1360	765	198	198	0	[91,56,6,12,4,0,7,3,0,19]	[192,6,0]
train	53	0000068	official_train:0000068	official_train:0000068_00460_d_0000002	TRAIN	images/train/0000068_00460_d_0000002.jpg	labels/train/0000068_00460_d_0000002.txt	152905	5E79C8363C67BD1F991A73DEBA8B17026B03F9D4428E291B0099C515260535FC	7995	8A59212F7122930A9B7AA9C8A684D20C6FA5F2CE7A91A92063873C2A46E55FED	1360	765	205	205	0	[49,100,8,17,4,0,5,5,0,17]	[189,16,0]
train	54	0000068	official_train:0000068	official_train:0000068_00571_d_0000003	TRAIN	images/train/0000068_00571_d_0000003.jpg	labels/train/0000068_00571_d_0000003.txt	156946	42BC7BFD7C0D1BEECB58D58BA7B24FDA88A0E10676C9AC42F694B2F486CF924C	8229	9FA5486AFD74BB688DE7D7DFB9E30697E407FD97D6A349BBB9D5170E0EEBC668	1360	765	211	211	0	[84,68,6,21,4,0,9,5,0,14]	[197,14,0]
train	55	0000068	official_train:0000068	official_train:0000068_01001_d_0000004	TRAIN	images/train/0000068_01001_d_0000004.jpg	labels/train/0000068_01001_d_0000004.txt	157696	350D7B09D24A463A47B0492F969684B9E7BBC2A0A253325475894CFABB5AAF92	4095	1A2DC624BA551B3EDB733EA4C91D69BC1291ED8BBA3C8E193A72C264FCE040D0	1360	765	105	105	0	[59,35,4,0,0,0,2,1,0,4]	[103,2,0]
train	56	0000068	official_train:0000068	official_train:0000068_01500_d_0000005	TRAIN	images/train/0000068_01500_d_0000005.jpg	labels/train/0000068_01500_d_0000005.txt	142622	127267D34D7CA5DA62B8C9434528C4B33A74F0119C53C94BA24A69862C748BF8	3198	59BF4B0C58292C7FAECD6DD9CF1528E74021B2C2FF2D5643E11ECFDD7EC48019	1360	765	82	82	0	[49,24,4,0,0,0,0,0,0,5]	[82,0,0]
train	57	0000068	official_train:0000068	official_train:0000068_02104_d_0000006	TRAIN	images/train/0000068_02104_d_0000006.jpg	labels/train/0000068_02104_d_0000006.txt	186236	7EE2FC5A38D0EC9EEB39F5DFCADFE3C8A847B14019CFC8D724694EEDD12CC3AC	1794	8C525A4786F0A336BA889C64AAC12F63129B0FF69FDD251CB6087A12FF911630	1360	765	46	46	0	[23,13,3,3,0,0,1,0,0,3]	[43,3,0]
train	58	0000068	official_train:0000068	official_train:0000068_02648_d_0000007	TRAIN	images/train/0000068_02648_d_0000007.jpg	labels/train/0000068_02648_d_0000007.txt	153903	6A28E47629ADA5CF0D252762B974F8D0EAB04C1F43721C6CD4E6923A71BF949D	2379	C93B7271682A97F1C6217208A9DDC67282DF91E20CF0656A8CFB166B95BA39BD	1360	765	61	61	0	[34,14,3,5,0,0,0,0,0,5]	[58,3,0]
train	59	0000068	official_train:0000068	official_train:0000068_02805_d_0000008	TRAIN	images/train/0000068_02805_d_0000008.jpg	labels/train/0000068_02805_d_0000008.txt	122004	40BDAAD73F80E44D89A10AA832EB7A0FB27ED2C1BAA5042C8126ECB4C025047A	2808	563C3A1DC1DDB419E517BB5BAE3CCF3B3C18E049E34F8F8FF58FB82C64C17428	1360	765	72	72	0	[43,23,5,0,0,0,0,0,0,1]	[70,2,0]
train	60	0000068	official_train:0000068	official_train:0000068_03174_d_0000009	TRAIN	images/train/0000068_03174_d_0000009.jpg	labels/train/0000068_03174_d_0000009.txt	115028	A7D75BA90CD71B793A809249DA754B84658FC862ED906745BD6E3455FC82FBA2	6669	1EDEFD6C1E5E3BCA8166C52472354DDD3F72BCF9C6F9EEC05EF385D29F9EE393	1360	765	171	171	0	[87,39,3,18,9,1,5,1,0,8]	[170,1,0]
train	61	0000068	official_train:0000068	official_train:0000068_03388_d_0000010	TRAIN	images/train/0000068_03388_d_0000010.jpg	labels/train/0000068_03388_d_0000010.txt	116091	7646AB26FAC445C55C619516573339749C6B599D278BAAC46E446ABA98E29813	5421	6FE96DAF6310EEA6943D218CFA511CC86A5DDD8B20781E98F40A11D508E96E05	1360	765	139	139	0	[89,26,4,8,5,0,4,1,0,2]	[138,1,0]
train	62	0000068	official_train:0000068	official_train:0000068_03581_d_0000011	TRAIN	images/train/0000068_03581_d_0000011.jpg	labels/train/0000068_03581_d_0000011.txt	118502	35D4327717D2E0610B3A6F301212F17CFB118219CDA0AD08E09303C16D358B78	2379	C5F68A7F60590681BD22B519C44F2D3F1F978E704A08E56265238BC40B07D561	1360	765	61	61	0	[49,2,5,1,0,0,0,0,0,4]	[60,1,0]
train	63	0000068	official_train:0000068	official_train:0000068_03714_d_0000012	TRAIN	images/train/0000068_03714_d_0000012.jpg	labels/train/0000068_03714_d_0000012.txt	112335	99E0BF8A293859A2C78FC87C05C66A03212BBEFF5D303B4FB83901F27B90F48F	4017	134B3FECB9C239D5F83087A3CAB02B326D25A2C515DFE65E30CC59B6B7F77022	1360	765	103	103	0	[69,26,2,1,0,0,1,0,0,4]	[101,2,0]
train	64	0000068	official_train:0000068	official_train:0000068_03918_d_0000013	TRAIN	images/train/0000068_03918_d_0000013.jpg	labels/train/0000068_03918_d_0000013.txt	96414	A95B80EDE0F6CD6928B15696AABD9D4ED0472AB17677B858CF7759874A0CAC18	1677	CE7B4F1AC4CF91743BFEACC21D74CAC5301D6BED4E99E06EB9AC0416375419BF	1360	765	43	43	0	[37,1,3,0,0,0,0,0,0,2]	[43,0,0]
train	65	0000068	official_train:0000068	official_train:0000068_04169_d_0000014	TRAIN	images/train/0000068_04169_d_0000014.jpg	labels/train/0000068_04169_d_0000014.txt	113290	F5064FD2B20CEF9ED2F148F4DB7166BCA2752C673ACAD31F0D997AD44D5EC239	7371	CA5FFACAEC7577E028BA61C7CC9B586E34E268A884F9F126E497E77296CCF03B	1360	765	189	189	0	[125,19,1,19,7,1,5,0,0,12]	[187,2,0]
train	66	0000070	official_train:0000070	official_train:0000070_04722_d_0000001	TRAIN	images/train/0000070_04722_d_0000001.jpg	labels/train/0000070_04722_d_0000001.txt	110931	0B07EF3606A4B6E61225942463CEC8232CB4CD94945F20DA9ECD779E36D9BD8E	3939	23E768C36D3FAF22F98D411B245A65F03B900BF2E717FD6387719D85F96CA0B9	1360	765	101	101	0	[66,2,2,29,1,1,0,0,0,0]	[81,20,0]
train	67	0000070	official_train:0000070	official_train:0000070_05163_d_0000002	TRAIN	images/train/0000070_05163_d_0000002.jpg	labels/train/0000070_05163_d_0000002.txt	91594	9D65CB4D234E2EC64A0E32B20D3B03A25D7AF3B9417098FD39908B0BADFD2AA0	3003	25CBA874BE304DCF4B98206772494F7830E9E16BCD9CA10DBD90030788B1E804	1360	765	77	77	0	[71,3,1,0,0,0,1,0,0,1]	[51,26,0]
train	68	0000070	official_train:0000070	official_train:0000070_05312_d_0000003	TRAIN	images/train/0000070_05312_d_0000003.jpg	labels/train/0000070_05312_d_0000003.txt	98402	F98E57D60006CC97ADF3E3F391D8D7A6E709C5F82EC6C2E6D8C33185E989B11C	2223	2102728857FE50278BA3627273F21112EC1E2CF19D23574F863CFDDBFC0768B3	1360	765	57	57	0	[51,1,3,0,0,0,0,0,0,2]	[53,4,0]
